Dataset Name,App,Level,Compression Ratio,Compression Speed,Decompression Speed,Status
dataset_silesia_sao.tar,gzip,3,0.74936,35.62,133.99,OK
dataset_silesia_sao.tar,gzip,5,0.73979,25.85,137.7,OK
dataset_silesia_sao.tar,gzip,7,0.73401,16.17,135.51,OK
dataset_silesia_sao.tar,gzip,9,0.73377,14.54,115.66,OK
dataset_silesia_sao.tar,zstd,1,0.86114,188.61,550.83,OK
dataset_silesia_sao.tar,zstd,3,0.76464,91.05,476.24,OK
dataset_silesia_sao.tar,zstd,5,0.73077,51.08,476.11,OK
dataset_silesia_sao.tar,zstd,7,0.72074,43.61,545.31,OK
dataset_silesia_sao.tar,zstd,9,0.71843,35.15,525.42,OK
dataset_silesia_sao.tar,zstd,11,0.71632,16.93,498.89,OK
dataset_silesia_sao.tar,zstd,13,0.71766,6.44,486.45,OK
dataset_silesia_sao.tar,zstd,15,0.71693,5.08,498.85,OK
dataset_silesia_sao.tar,zstd,17,0.6956,3.64,425.87,OK
dataset_silesia_sao.tar,bzip2,1,0.69795,13.58,21.61,OK
dataset_silesia_sao.tar,bzip2,3,0.68665,13.38,22.01,OK
dataset_silesia_sao.tar,bzip2,5,0.68358,13.82,21.89,OK
dataset_silesia_sao.tar,bzip2,7,0.68236,14.03,20.81,OK
dataset_silesia_sao.tar,bzip2,9,0.68055,13.12,21.46,OK
