Dataset Name,App,Level,Compression Ratio,Compression Speed,Decompression Speed,Status
dataset_silesia_sao.tar,zstd,1,0.86114,213.25,606.13,OK
dataset_silesia_sao.tar,zstd,3,0.76464,100.61,537.34,OK
dataset_silesia_sao.tar,zstd,5,0.73077,57.79,511.3,OK
dataset_silesia_sao.tar,zstd,7,0.72074,45.42,491.26,OK
dataset_silesia_sao.tar,zstd,9,0.71843,35.69,484.9,OK
dataset_silesia_sao.tar,zstd,11,0.71632,16.95,497.58,OK
dataset_silesia_sao.tar,zstd,13,0.71766,5.69,467.92,OK
dataset_silesia_sao.tar,zstd,15,0.71693,4.74,499.54,OK
dataset_silesia_sao.tar,zstd,17,0.6956,3.54,433.79,OK
dataset_silesia_sao.tar,bzip2,1,0.69795,13.61,23.42,OK
dataset_silesia_sao.tar,bzip2,3,0.68666,14.43,21.97,OK
dataset_silesia_sao.tar,bzip2,5,0.68343,14.11,21.93,OK
dataset_silesia_sao.tar,bzip2,7,0.68235,13.9,21.07,OK
dataset_silesia_sao.tar,bzip2,9,0.68055,12.68,21.13,OK
